question,ground_truth,contexts,evolution_type
"Tu thong tin trong sample_01.md, co the rut ra ket luan gi lien quan den noi dung duoc neu?",# Chính sách Nhân sự — Sổ tay Nhân viên 2024 ## Nghỉ phép năm Nhân viên chính thức được nghỉ phép năm 12 ngày làm việc mỗi năm.,"[""# Chính sách Nhân sự — Sổ tay Nhân viên 2024 ## Nghỉ phép năm Nhân viên chính thức được nghỉ phép năm 12 ngày làm việc mỗi năm. Số ngày nghỉ phép tăng thêm 1 ngày cho mỗi 5 năm thâm niên công tác, tối đa 20 ngày. Ngày nghỉ phép không sử dụng hết trong năm có thể chuyển sang năm tiếp theo, nhưng không quá 5 ngày. Nhân viên phải nộp đơn xin nghỉ phép trước ít nhất 3 ngày làm việc. ## Nghỉ phép không lương Nhân viên có thể xin nghỉ phép không lương tối đa 30 ngày mỗi năm. Đơn xin nghỉ phải được Giám đốc bộ phận phê duyệt bằng văn bản trước khi nghỉ. Nghỉ phép không lương quá 10 ngày liên tiếp phải được Giám đốc Điều hành phê duyệt. ## Nghỉ ốm Nhân viên được hưởng 10 ngày nghỉ ốm có lương mỗi năm. Cần nộp giấy xác nhận y tế từ cơ sở y tế được công nhận trong vòng 3 ngày làm việc kể từ ngày trở lại làm việc. Nghỉ ốm quá 3 ngày liên tiếp bắt buộc phải có giấy xác nhận của bác sĩ. ## Thời gian""]",reasoning
"Tu thong tin trong sample_01.md, co the rut ra ket luan gi lien quan den noi dung duoc neu?",## Thời gian thử việc Thời gian thử việc là 60 ngày đối với nhân viên bậc cao và 30 ngày đối với nhân viên thông thường.,"[""rong vòng 3 ngày làm việc kể từ ngày trở lại làm việc. Nghỉ ốm quá 3 ngày liên tiếp bắt buộc phải có giấy xác nhận của bác sĩ. ## Thời gian thử việc Thời gian thử việc là 60 ngày đối với nhân viên bậc cao và 30 ngày đối với nhân viên thông thường. Trong thời gian thử việc, nhân viên nhận 85% mức lương chính thức. Sau khi hoàn thành thử việc thành công, nhân viên được xác nhận ký hợp đồng chính thức và nhận đầy đủ lương cùng các chế độ phúc lợi. ## Lương và Phúc lợi Lương được thanh toán vào ngày 15 hàng tháng. Nếu ngày 15 rơi vào ngày nghỉ, lương sẽ được thanh toán vào ngày làm việc gần nhất trước đó. Nhân viên chính thức được tham gia bảo hiểm y tế, bảo hiểm xã hội và bảo hiểm thất nghiệp theo quy định của pháp luật. Công ty đóng 17,5% trên lương cơ bản cho bảo hiểm xã hội. ## Đánh giá hiệu suất Đánh giá hiệu suất được thực hiện 2 lần/năm: tháng 6 và tháng 12. Kết quả đánh giá ảnh hưởng""]",reasoning
"Tu thong tin trong sample_01.md, co the rut ra ket luan gi lien quan den noi dung duoc neu?",## Đánh giá hiệu suất Đánh giá hiệu suất được thực hiện 2 lần/năm: tháng 6 và tháng 12.,"[""bản cho bảo hiểm xã hội. ## Đánh giá hiệu suất Đánh giá hiệu suất được thực hiện 2 lần/năm: tháng 6 và tháng 12. Kết quả đánh giá ảnh hưởng trực tiếp đến mức tăng lương và xét thưởng cuối năm. Nhân viên đạt loại Xuất sắc có thể được xem xét tăng lương trước thời hạn.""]",reasoning
"Tu thong tin trong sample_02.md, co the rut ra ket luan gi lien quan den noi dung duoc neu?",# Chính sách Công nghệ Thông tin — Sổ tay Nhân viên 2024 ## Chính sách Mật khẩu Mật khẩu tài khoản công ty phải được thay đổi mỗi 90 ngày.,"[""# Chính sách Công nghệ Thông tin — Sổ tay Nhân viên 2024 ## Chính sách Mật khẩu Mật khẩu tài khoản công ty phải được thay đổi mỗi 90 ngày. Mật khẩu phải có độ dài tối thiểu 12 ký tự, bao gồm chữ hoa, chữ thường, số và ký tự đặc biệt. Không được sử dụng lại 5 mật khẩu gần nhất. Tài khoản sẽ bị khóa sau 5 lần đăng nhập thất bại liên tiếp. Liên hệ bộ phận IT để mở khóa tài khoản. ## Sử dụng Thiết bị Thiết bị do công ty cấp chỉ được sử dụng cho mục đích công việc. Nhân viên không được cài đặt phần mềm không được phê duyệt trên thiết bị của công ty. Trước khi rời công ty hoặc khi hỏng hóc, tất cả thiết bị phải được trả lại bộ phận IT trong vòng 2 ngày làm việc. ## VPN và Truy cập từ xa Nhân viên làm việc từ xa phải sử dụng VPN công ty. VPN sử dụng giao thức WireGuard với mã hóa AES-256. Kết nối VPN được cho phép tối đa 8 giờ liên tục, sau đó cần đăng nhập lại. Không được sử dụng VPN cá nhân t""]",reasoning
"Tu thong tin trong sample_02.md, co the rut ra ket luan gi lien quan den noi dung duoc neu?",Không được sử dụng VPN cá nhân trên thiết bị của công ty khi truy cập hệ thống nội bộ.,"[""ức WireGuard với mã hóa AES-256. Kết nối VPN được cho phép tối đa 8 giờ liên tục, sau đó cần đăng nhập lại. Không được sử dụng VPN cá nhân trên thiết bị của công ty khi truy cập hệ thống nội bộ. ## Email và Liên lạc Email công ty chỉ được sử dụng cho mục đích công việc. Không được chuyển tiếp email nội bộ ra các địa chỉ email cá nhân. Dung lượng hộp thư tối đa là 25 GB. Tập tin đính kèm lớn hơn 25 MB phải được chia sẻ qua hệ thống lưu trữ đám mây nội bộ. ## Sao lưu Dữ liệu Dữ liệu công việc phải được lưu trên ổ đĩa mạng hoặc hệ thống đám mây được phê duyệt. Hệ thống tự động sao lưu dữ liệu hàng ngày lúc 2 giờ sáng. Nhân viên có trách nhiệm đảm bảo dữ liệu quan trọng được lưu đúng vị trí trước khi kết thúc ngày làm việc. ## Bảo mật Thông tin Thông tin khách hàng và dữ liệu kinh doanh bảo mật không được chia sẻ ra bên ngoài mà không có sự cho phép của quản lý cấp cao. Vi phạm bảo mật dữ li""]",reasoning
"Tu thong tin trong sample_02.md, co the rut ra ket luan gi lien quan den noi dung duoc neu?",khách hàng và dữ liệu kinh doanh bảo mật không được chia sẻ ra bên ngoài mà không có sự cho phép của quản lý cấp cao.,"[""khách hàng và dữ liệu kinh doanh bảo mật không được chia sẻ ra bên ngoài mà không có sự cho phép của quản lý cấp cao. Vi phạm bảo mật dữ liệu có thể dẫn đến xử lý kỷ luật nghiêm khắc. Nhân viên phải báo cáo ngay lập tức bất kỳ sự cố bảo mật hoặc vi phạm dữ liệu nào cho bộ phận IT và quản lý trực tiếp.""]",reasoning
"Tu thong tin trong sample_03.md, co the rut ra ket luan gi lien quan den noi dung duoc neu?",# Chính sách Tài chính và Chi phí — Sổ tay Nhân viên 2024 ## Phụ cấp đi lại Nhân viên sử dụng phương tiện cá nhân cho công việc được hoàn trả 3.500 VNĐ/km.,"[""# Chính sách Tài chính và Chi phí — Sổ tay Nhân viên 2024 ## Phụ cấp đi lại Nhân viên sử dụng phương tiện cá nhân cho công việc được hoàn trả 3.500 VNĐ/km. Xe taxi hoặc xe công nghệ được hoàn trả theo hóa đơn thực tế khi có lý do hợp lý. Đi lại bằng máy bay trong nước: hạng phổ thông được phê duyệt cho chuyến đi dưới 2 giờ bay. Đặt vé phải thực hiện tối thiểu 5 ngày làm việc trước ngày khởi hành để tiết kiệm chi phí. ## Chi phí Công tác Nhân viên đi công tác được thanh toán phụ cấp ăn uống theo khu vực: - Hà Nội và TP. HCM: 350.000 VNĐ/ngày - Các tỉnh thành khác: 250.000 VNĐ/ngày - Nước ngoài: theo quy định riêng từng quốc gia Chi phí lưu trú được hoàn trả theo hóa đơn thực tế, tối đa 1.500.000 VNĐ/đêm tại Hà Nội và TP. HCM. ## Quy trình Hoàn trả Chi phí Tất cả chi phí phải được nộp trong vòng 30 ngày kể từ ngày phát sinh. Hóa đơn VAT hoặc chứng từ hợp lệ là bắt buộc cho mọi khoản chi ph""]",reasoning
"Tu thong tin trong sample_03.md, co the rut ra ket luan gi lien quan den noi dung duoc neu?",Hóa đơn VAT hoặc chứng từ hợp lệ là bắt buộc cho mọi khoản chi phí trên 200.000 VNĐ.,"[""phí Tất cả chi phí phải được nộp trong vòng 30 ngày kể từ ngày phát sinh. Hóa đơn VAT hoặc chứng từ hợp lệ là bắt buộc cho mọi khoản chi phí trên 200.000 VNĐ. Chi phí dưới 500.000 VNĐ: quản lý trực tiếp phê duyệt. Chi phí từ 500.000 VNĐ đến 5.000.000 VNĐ: Trưởng phòng phê duyệt. Chi phí trên 5.000.000 VNĐ: Giám đốc bộ phận phê duyệt. ## Thưởng và Phúc lợi Thưởng tháng 13 được chi trả vào cuối tháng 12 dựa trên kết quả đánh giá hiệu suất và tình hình kinh doanh của công ty. Nhân viên phải làm việc đủ 6 tháng trong năm mới đủ điều kiện nhận thưởng. Thưởng Tết Nguyên Đán được chi trả trước kỳ nghỉ Tết ít nhất 3 ngày làm việc. Mức thưởng từ 0,5 đến 3 tháng lương tùy theo hiệu suất và đóng góp. ## Chính sách Đào tạo Công ty hỗ trợ chi phí đào tạo và phát triển kỹ năng tối đa 10.000.000 VNĐ/nhân viên/năm. Nhân viên phải cam kết làm việc tối thiểu 1 năm sau khi được hỗ trợ đào tạo có giá trị t""]",reasoning
"Tu thong tin trong sample_03.md, co the rut ra ket luan gi lien quan den noi dung duoc neu?",Nhân viên phải cam kết làm việc tối thiểu 1 năm sau khi được hỗ trợ đào tạo có giá trị trên 5.000.000 VNĐ.,"[""triển kỹ năng tối đa 10.000.000 VNĐ/nhân viên/năm. Nhân viên phải cam kết làm việc tối thiểu 1 năm sau khi được hỗ trợ đào tạo có giá trị trên 5.000.000 VNĐ. Các khóa học trực tuyến được khuyến khích và hoàn trả 100% học phí nếu nhân viên đạt chứng chỉ hoàn thành.""]",reasoning
"Tu thong tin trong sample_01.md, co the rut ra ket luan gi lien quan den noi dung duoc neu?",# Chính sách Nhân sự — Sổ tay Nhân viên 2024 ## Nghỉ phép năm Nhân viên chính thức được nghỉ phép năm 12 ngày làm việc mỗi năm.,"[""# Chính sách Nhân sự — Sổ tay Nhân viên 2024 ## Nghỉ phép năm Nhân viên chính thức được nghỉ phép năm 12 ngày làm việc mỗi năm. Số ngày nghỉ phép tăng thêm 1 ngày cho mỗi 5 năm thâm niên công tác, tối đa 20 ngày. Ngày nghỉ phép không sử dụng hết trong năm có thể chuyển sang năm tiếp theo, nhưng không quá 5 ngày. Nhân viên phải nộp đơn xin nghỉ phép trước ít nhất 3 ngày làm việc. ## Nghỉ phép không lương Nhân viên có thể xin nghỉ phép không lương tối đa 30 ngày mỗi năm. Đơn xin nghỉ phải được Giám đốc bộ phận phê duyệt bằng văn bản trước khi nghỉ. Nghỉ phép không lương quá 10 ngày liên tiếp phải được Giám đốc Điều hành phê duyệt. ## Nghỉ ốm Nhân viên được hưởng 10 ngày nghỉ ốm có lương mỗi năm. Cần nộp giấy xác nhận y tế từ cơ sở y tế được công nhận trong vòng 3 ngày làm việc kể từ ngày trở lại làm việc. Nghỉ ốm quá 3 ngày liên tiếp bắt buộc phải có giấy xác nhận của bác sĩ. ## Thời gian""]",reasoning
"Tu thong tin trong sample_01.md, co the rut ra ket luan gi lien quan den noi dung duoc neu?",## Thời gian thử việc Thời gian thử việc là 60 ngày đối với nhân viên bậc cao và 30 ngày đối với nhân viên thông thường.,"[""rong vòng 3 ngày làm việc kể từ ngày trở lại làm việc. Nghỉ ốm quá 3 ngày liên tiếp bắt buộc phải có giấy xác nhận của bác sĩ. ## Thời gian thử việc Thời gian thử việc là 60 ngày đối với nhân viên bậc cao và 30 ngày đối với nhân viên thông thường. Trong thời gian thử việc, nhân viên nhận 85% mức lương chính thức. Sau khi hoàn thành thử việc thành công, nhân viên được xác nhận ký hợp đồng chính thức và nhận đầy đủ lương cùng các chế độ phúc lợi. ## Lương và Phúc lợi Lương được thanh toán vào ngày 15 hàng tháng. Nếu ngày 15 rơi vào ngày nghỉ, lương sẽ được thanh toán vào ngày làm việc gần nhất trước đó. Nhân viên chính thức được tham gia bảo hiểm y tế, bảo hiểm xã hội và bảo hiểm thất nghiệp theo quy định của pháp luật. Công ty đóng 17,5% trên lương cơ bản cho bảo hiểm xã hội. ## Đánh giá hiệu suất Đánh giá hiệu suất được thực hiện 2 lần/năm: tháng 6 và tháng 12. Kết quả đánh giá ảnh hưởng""]",reasoning
So sanh hoac lien ket thong tin giua sample_01.md va sample_03.md?,## Đánh giá hiệu suất Đánh giá hiệu suất được thực hiện 2 lần/năm: tháng 6 và tháng 12. ... Nhân viên phải cam kết làm việc tối thiểu 1 năm sau khi được hỗ trợ đào tạo có giá trị trên 5.000.000 VNĐ.,"[""bản cho bảo hiểm xã hội. ## Đánh giá hiệu suất Đánh giá hiệu suất được thực hiện 2 lần/năm: tháng 6 và tháng 12. Kết quả đánh giá ảnh hưởng trực tiếp đến mức tăng lương và xét thưởng cuối năm. Nhân viên đạt loại Xuất sắc có thể được xem xét tăng lương trước thời hạn."", ""triển kỹ năng tối đa 10.000.000 VNĐ/nhân viên/năm. Nhân viên phải cam kết làm việc tối thiểu 1 năm sau khi được hỗ trợ đào tạo có giá trị trên 5.000.000 VNĐ. Các khóa học trực tuyến được khuyến khích và hoàn trả 100% học phí nếu nhân viên đạt chứng chỉ hoàn thành.""]",multi_context
So sanh hoac lien ket thong tin giua sample_02.md va sample_03.md?,# Chính sách Công nghệ Thông tin — Sổ tay Nhân viên 2024 ## Chính sách Mật khẩu Mật khẩu tài khoản công ty phải được thay đổi mỗi 90 ngày. ... # Chính sách Tài chính và Chi phí — Sổ tay Nhân viên 2024 ## Phụ cấp đi lại Nhân viên sử dụng phương tiện cá nhân cho công việc được hoàn trả 3.500 VNĐ/km.,"[""# Chính sách Công nghệ Thông tin — Sổ tay Nhân viên 2024 ## Chính sách Mật khẩu Mật khẩu tài khoản công ty phải được thay đổi mỗi 90 ngày. Mật khẩu phải có độ dài tối thiểu 12 ký tự, bao gồm chữ hoa, chữ thường, số và ký tự đặc biệt. Không được sử dụng lại 5 mật khẩu gần nhất. Tài khoản sẽ bị khóa sau 5 lần đăng nhập thất bại liên tiếp. Liên hệ bộ phận IT để mở khóa tài khoản. ## Sử dụng Thiết bị Thiết bị do công ty cấp chỉ được sử dụng cho mục đích công việc. Nhân viên không được cài đặt phần mềm không được phê duyệt trên thiết bị của công ty. Trước khi rời công ty hoặc khi hỏng hóc, tất cả thiết bị phải được trả lại bộ phận IT trong vòng 2 ngày làm việc. ## VPN và Truy cập từ xa Nhân viên làm việc từ xa phải sử dụng VPN công ty. VPN sử dụng giao thức WireGuard với mã hóa AES-256. Kết nối VPN được cho phép tối đa 8 giờ liên tục, sau đó cần đăng nhập lại. Không được sử dụng VPN cá nhân t"", ""# Chính sách Tài chính và Chi phí — Sổ tay Nhân viên 2024 ## Phụ cấp đi lại Nhân viên sử dụng phương tiện cá nhân cho công việc được hoàn trả 3.500 VNĐ/km. Xe taxi hoặc xe công nghệ được hoàn trả theo hóa đơn thực tế khi có lý do hợp lý. Đi lại bằng máy bay trong nước: hạng phổ thông được phê duyệt cho chuyến đi dưới 2 giờ bay. Đặt vé phải thực hiện tối thiểu 5 ngày làm việc trước ngày khởi hành để tiết kiệm chi phí. ## Chi phí Công tác Nhân viên đi công tác được thanh toán phụ cấp ăn uống theo khu vực: - Hà Nội và TP. HCM: 350.000 VNĐ/ngày - Các tỉnh thành khác: 250.000 VNĐ/ngày - Nước ngoài: theo quy định riêng từng quốc gia Chi phí lưu trú được hoàn trả theo hóa đơn thực tế, tối đa 1.500.000 VNĐ/đêm tại Hà Nội và TP. HCM. ## Quy trình Hoàn trả Chi phí Tất cả chi phí phải được nộp trong vòng 30 ngày kể từ ngày phát sinh. Hóa đơn VAT hoặc chứng từ hợp lệ là bắt buộc cho mọi khoản chi ph""]",multi_context
So sanh hoac lien ket thong tin giua sample_02.md va sample_02.md?,Không được sử dụng VPN cá nhân trên thiết bị của công ty khi truy cập hệ thống nội bộ. ... Không được sử dụng VPN cá nhân trên thiết bị của công ty khi truy cập hệ thống nội bộ.,"[""ức WireGuard với mã hóa AES-256. Kết nối VPN được cho phép tối đa 8 giờ liên tục, sau đó cần đăng nhập lại. Không được sử dụng VPN cá nhân trên thiết bị của công ty khi truy cập hệ thống nội bộ. ## Email và Liên lạc Email công ty chỉ được sử dụng cho mục đích công việc. Không được chuyển tiếp email nội bộ ra các địa chỉ email cá nhân. Dung lượng hộp thư tối đa là 25 GB. Tập tin đính kèm lớn hơn 25 MB phải được chia sẻ qua hệ thống lưu trữ đám mây nội bộ. ## Sao lưu Dữ liệu Dữ liệu công việc phải được lưu trên ổ đĩa mạng hoặc hệ thống đám mây được phê duyệt. Hệ thống tự động sao lưu dữ liệu hàng ngày lúc 2 giờ sáng. Nhân viên có trách nhiệm đảm bảo dữ liệu quan trọng được lưu đúng vị trí trước khi kết thúc ngày làm việc. ## Bảo mật Thông tin Thông tin khách hàng và dữ liệu kinh doanh bảo mật không được chia sẻ ra bên ngoài mà không có sự cho phép của quản lý cấp cao. Vi phạm bảo mật dữ li"", ""ức WireGuard với mã hóa AES-256. Kết nối VPN được cho phép tối đa 8 giờ liên tục, sau đó cần đăng nhập lại. Không được sử dụng VPN cá nhân trên thiết bị của công ty khi truy cập hệ thống nội bộ. ## Email và Liên lạc Email công ty chỉ được sử dụng cho mục đích công việc. Không được chuyển tiếp email nội bộ ra các địa chỉ email cá nhân. Dung lượng hộp thư tối đa là 25 GB. Tập tin đính kèm lớn hơn 25 MB phải được chia sẻ qua hệ thống lưu trữ đám mây nội bộ. ## Sao lưu Dữ liệu Dữ liệu công việc phải được lưu trên ổ đĩa mạng hoặc hệ thống đám mây được phê duyệt. Hệ thống tự động sao lưu dữ liệu hàng ngày lúc 2 giờ sáng. Nhân viên có trách nhiệm đảm bảo dữ liệu quan trọng được lưu đúng vị trí trước khi kết thúc ngày làm việc. ## Bảo mật Thông tin Thông tin khách hàng và dữ liệu kinh doanh bảo mật không được chia sẻ ra bên ngoài mà không có sự cho phép của quản lý cấp cao. Vi phạm bảo mật dữ li""]",multi_context
So sanh hoac lien ket thong tin giua sample_02.md va sample_01.md?,khách hàng và dữ liệu kinh doanh bảo mật không được chia sẻ ra bên ngoài mà không có sự cho phép của quản lý cấp cao. ... ## Đánh giá hiệu suất Đánh giá hiệu suất được thực hiện 2 lần/năm: tháng 6 và tháng 12.,"[""khách hàng và dữ liệu kinh doanh bảo mật không được chia sẻ ra bên ngoài mà không có sự cho phép của quản lý cấp cao. Vi phạm bảo mật dữ liệu có thể dẫn đến xử lý kỷ luật nghiêm khắc. Nhân viên phải báo cáo ngay lập tức bất kỳ sự cố bảo mật hoặc vi phạm dữ liệu nào cho bộ phận IT và quản lý trực tiếp."", ""bản cho bảo hiểm xã hội. ## Đánh giá hiệu suất Đánh giá hiệu suất được thực hiện 2 lần/năm: tháng 6 và tháng 12. Kết quả đánh giá ảnh hưởng trực tiếp đến mức tăng lương và xét thưởng cuối năm. Nhân viên đạt loại Xuất sắc có thể được xem xét tăng lương trước thời hạn.""]",multi_context
So sanh hoac lien ket thong tin giua sample_03.md va sample_01.md?,# Chính sách Tài chính và Chi phí — Sổ tay Nhân viên 2024 ## Phụ cấp đi lại Nhân viên sử dụng phương tiện cá nhân cho công việc được hoàn trả 3.500 VNĐ/km. ... # Chính sách Nhân sự — Sổ tay Nhân viên 2024 ## Nghỉ phép năm Nhân viên chính thức được nghỉ phép năm 12 ngày làm việc mỗi năm.,"[""# Chính sách Tài chính và Chi phí — Sổ tay Nhân viên 2024 ## Phụ cấp đi lại Nhân viên sử dụng phương tiện cá nhân cho công việc được hoàn trả 3.500 VNĐ/km. Xe taxi hoặc xe công nghệ được hoàn trả theo hóa đơn thực tế khi có lý do hợp lý. Đi lại bằng máy bay trong nước: hạng phổ thông được phê duyệt cho chuyến đi dưới 2 giờ bay. Đặt vé phải thực hiện tối thiểu 5 ngày làm việc trước ngày khởi hành để tiết kiệm chi phí. ## Chi phí Công tác Nhân viên đi công tác được thanh toán phụ cấp ăn uống theo khu vực: - Hà Nội và TP. HCM: 350.000 VNĐ/ngày - Các tỉnh thành khác: 250.000 VNĐ/ngày - Nước ngoài: theo quy định riêng từng quốc gia Chi phí lưu trú được hoàn trả theo hóa đơn thực tế, tối đa 1.500.000 VNĐ/đêm tại Hà Nội và TP. HCM. ## Quy trình Hoàn trả Chi phí Tất cả chi phí phải được nộp trong vòng 30 ngày kể từ ngày phát sinh. Hóa đơn VAT hoặc chứng từ hợp lệ là bắt buộc cho mọi khoản chi ph"", ""# Chính sách Nhân sự — Sổ tay Nhân viên 2024 ## Nghỉ phép năm Nhân viên chính thức được nghỉ phép năm 12 ngày làm việc mỗi năm. Số ngày nghỉ phép tăng thêm 1 ngày cho mỗi 5 năm thâm niên công tác, tối đa 20 ngày. Ngày nghỉ phép không sử dụng hết trong năm có thể chuyển sang năm tiếp theo, nhưng không quá 5 ngày. Nhân viên phải nộp đơn xin nghỉ phép trước ít nhất 3 ngày làm việc. ## Nghỉ phép không lương Nhân viên có thể xin nghỉ phép không lương tối đa 30 ngày mỗi năm. Đơn xin nghỉ phải được Giám đốc bộ phận phê duyệt bằng văn bản trước khi nghỉ. Nghỉ phép không lương quá 10 ngày liên tiếp phải được Giám đốc Điều hành phê duyệt. ## Nghỉ ốm Nhân viên được hưởng 10 ngày nghỉ ốm có lương mỗi năm. Cần nộp giấy xác nhận y tế từ cơ sở y tế được công nhận trong vòng 3 ngày làm việc kể từ ngày trở lại làm việc. Nghỉ ốm quá 3 ngày liên tiếp bắt buộc phải có giấy xác nhận của bác sĩ. ## Thời gian""]",multi_context
So sanh hoac lien ket thong tin giua sample_03.md va sample_03.md?,Hóa đơn VAT hoặc chứng từ hợp lệ là bắt buộc cho mọi khoản chi phí trên 200.000 VNĐ. ... Hóa đơn VAT hoặc chứng từ hợp lệ là bắt buộc cho mọi khoản chi phí trên 200.000 VNĐ.,"[""phí Tất cả chi phí phải được nộp trong vòng 30 ngày kể từ ngày phát sinh. Hóa đơn VAT hoặc chứng từ hợp lệ là bắt buộc cho mọi khoản chi phí trên 200.000 VNĐ. Chi phí dưới 500.000 VNĐ: quản lý trực tiếp phê duyệt. Chi phí từ 500.000 VNĐ đến 5.000.000 VNĐ: Trưởng phòng phê duyệt. Chi phí trên 5.000.000 VNĐ: Giám đốc bộ phận phê duyệt. ## Thưởng và Phúc lợi Thưởng tháng 13 được chi trả vào cuối tháng 12 dựa trên kết quả đánh giá hiệu suất và tình hình kinh doanh của công ty. Nhân viên phải làm việc đủ 6 tháng trong năm mới đủ điều kiện nhận thưởng. Thưởng Tết Nguyên Đán được chi trả trước kỳ nghỉ Tết ít nhất 3 ngày làm việc. Mức thưởng từ 0,5 đến 3 tháng lương tùy theo hiệu suất và đóng góp. ## Chính sách Đào tạo Công ty hỗ trợ chi phí đào tạo và phát triển kỹ năng tối đa 10.000.000 VNĐ/nhân viên/năm. Nhân viên phải cam kết làm việc tối thiểu 1 năm sau khi được hỗ trợ đào tạo có giá trị t"", ""phí Tất cả chi phí phải được nộp trong vòng 30 ngày kể từ ngày phát sinh. Hóa đơn VAT hoặc chứng từ hợp lệ là bắt buộc cho mọi khoản chi phí trên 200.000 VNĐ. Chi phí dưới 500.000 VNĐ: quản lý trực tiếp phê duyệt. Chi phí từ 500.000 VNĐ đến 5.000.000 VNĐ: Trưởng phòng phê duyệt. Chi phí trên 5.000.000 VNĐ: Giám đốc bộ phận phê duyệt. ## Thưởng và Phúc lợi Thưởng tháng 13 được chi trả vào cuối tháng 12 dựa trên kết quả đánh giá hiệu suất và tình hình kinh doanh của công ty. Nhân viên phải làm việc đủ 6 tháng trong năm mới đủ điều kiện nhận thưởng. Thưởng Tết Nguyên Đán được chi trả trước kỳ nghỉ Tết ít nhất 3 ngày làm việc. Mức thưởng từ 0,5 đến 3 tháng lương tùy theo hiệu suất và đóng góp. ## Chính sách Đào tạo Công ty hỗ trợ chi phí đào tạo và phát triển kỹ năng tối đa 10.000.000 VNĐ/nhân viên/năm. Nhân viên phải cam kết làm việc tối thiểu 1 năm sau khi được hỗ trợ đào tạo có giá trị t""]",multi_context
So sanh hoac lien ket thong tin giua sample_03.md va sample_02.md?,Nhân viên phải cam kết làm việc tối thiểu 1 năm sau khi được hỗ trợ đào tạo có giá trị trên 5.000.000 VNĐ. ... khách hàng và dữ liệu kinh doanh bảo mật không được chia sẻ ra bên ngoài mà không có sự cho phép của quản lý cấp cao.,"[""triển kỹ năng tối đa 10.000.000 VNĐ/nhân viên/năm. Nhân viên phải cam kết làm việc tối thiểu 1 năm sau khi được hỗ trợ đào tạo có giá trị trên 5.000.000 VNĐ. Các khóa học trực tuyến được khuyến khích và hoàn trả 100% học phí nếu nhân viên đạt chứng chỉ hoàn thành."", ""khách hàng và dữ liệu kinh doanh bảo mật không được chia sẻ ra bên ngoài mà không có sự cho phép của quản lý cấp cao. Vi phạm bảo mật dữ liệu có thể dẫn đến xử lý kỷ luật nghiêm khắc. Nhân viên phải báo cáo ngay lập tức bất kỳ sự cố bảo mật hoặc vi phạm dữ liệu nào cho bộ phận IT và quản lý trực tiếp.""]",multi_context
So sanh hoac lien ket thong tin giua sample_01.md va sample_02.md?,# Chính sách Nhân sự — Sổ tay Nhân viên 2024 ## Nghỉ phép năm Nhân viên chính thức được nghỉ phép năm 12 ngày làm việc mỗi năm. ... # Chính sách Công nghệ Thông tin — Sổ tay Nhân viên 2024 ## Chính sách Mật khẩu Mật khẩu tài khoản công ty phải được thay đổi mỗi 90 ngày.,"[""# Chính sách Nhân sự — Sổ tay Nhân viên 2024 ## Nghỉ phép năm Nhân viên chính thức được nghỉ phép năm 12 ngày làm việc mỗi năm. Số ngày nghỉ phép tăng thêm 1 ngày cho mỗi 5 năm thâm niên công tác, tối đa 20 ngày. Ngày nghỉ phép không sử dụng hết trong năm có thể chuyển sang năm tiếp theo, nhưng không quá 5 ngày. Nhân viên phải nộp đơn xin nghỉ phép trước ít nhất 3 ngày làm việc. ## Nghỉ phép không lương Nhân viên có thể xin nghỉ phép không lương tối đa 30 ngày mỗi năm. Đơn xin nghỉ phải được Giám đốc bộ phận phê duyệt bằng văn bản trước khi nghỉ. Nghỉ phép không lương quá 10 ngày liên tiếp phải được Giám đốc Điều hành phê duyệt. ## Nghỉ ốm Nhân viên được hưởng 10 ngày nghỉ ốm có lương mỗi năm. Cần nộp giấy xác nhận y tế từ cơ sở y tế được công nhận trong vòng 3 ngày làm việc kể từ ngày trở lại làm việc. Nghỉ ốm quá 3 ngày liên tiếp bắt buộc phải có giấy xác nhận của bác sĩ. ## Thời gian"", ""# Chính sách Công nghệ Thông tin — Sổ tay Nhân viên 2024 ## Chính sách Mật khẩu Mật khẩu tài khoản công ty phải được thay đổi mỗi 90 ngày. Mật khẩu phải có độ dài tối thiểu 12 ký tự, bao gồm chữ hoa, chữ thường, số và ký tự đặc biệt. Không được sử dụng lại 5 mật khẩu gần nhất. Tài khoản sẽ bị khóa sau 5 lần đăng nhập thất bại liên tiếp. Liên hệ bộ phận IT để mở khóa tài khoản. ## Sử dụng Thiết bị Thiết bị do công ty cấp chỉ được sử dụng cho mục đích công việc. Nhân viên không được cài đặt phần mềm không được phê duyệt trên thiết bị của công ty. Trước khi rời công ty hoặc khi hỏng hóc, tất cả thiết bị phải được trả lại bộ phận IT trong vòng 2 ngày làm việc. ## VPN và Truy cập từ xa Nhân viên làm việc từ xa phải sử dụng VPN công ty. VPN sử dụng giao thức WireGuard với mã hóa AES-256. Kết nối VPN được cho phép tối đa 8 giờ liên tục, sau đó cần đăng nhập lại. Không được sử dụng VPN cá nhân t""]",multi_context
